Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,84588,2022-11-17,0.1971904063,0.10654714,0.1166772491,21,100
Market-Adjusted Model,84601,2022-11-17,0.0729927213,-0.003664077,-0.007520436,21,100
Market-Adjusted Model,84603,2022-11-17,0.1585875166,0.0833388867,0.0780743594,21,100
Market-Adjusted Model,84604,2022-11-17,0.1908547909,0.1235875843,0.1103416337,21,100
Market-Adjusted Model,84606,2022-11-17,0.1455123713,0.0628686977,0.0649992141,21,100
Market-Adjusted Model,84607,2022-11-17,-0.073825512,-0.150393084,-0.154338669,21,100
Market-Adjusted Model,84621,2022-11-17,0.2715849517,0.1716397324,0.1910717945,21,100
Market-Adjusted Model,84636,2022-11-17,-0.000770112,-0.078617843,-0.081283269,21,100
Market-Adjusted Model,84650,2022-11-17,0.0362500665,-0.032483043,-0.044263091,21,100
Market-Adjusted Model,84656,2022-11-17,0.0939851274,0.0164285509,0.0134719702,21,100
Market-Adjusted Model,84660,2022-11-17,0.099247372,0.0194144425,0.0187342148,21,100
Market-Adjusted Model,84661,2022-11-17,0.190476198,0.1053840361,0.1099630409,21,100
Market-Adjusted Model,84723,2022-11-17,-0.019567361,-0.094573983,-0.100080518,21,100
Market-Adjusted Model,84725,2022-11-17,0.1389291446,0.0526801012,0.0584159874,21,100
Market-Adjusted Model,84734,2022-11-17,0.0498047534,-0.024406199,-0.031551765,19,100
Market-Adjusted Model,84737,2022-11-17,0.0466926571,-0.026744243,-0.0338205,21,100
Market-Adjusted Model,84757,2022-11-17,-0.371132102,-0.488614506,-0.451645259,21,100
Market-Adjusted Model,84761,2022-11-17,-0.042184064,-0.108240069,-0.122697222,21,100
Market-Adjusted Model,84767,2022-11-17,0.0768366452,-0.000839386,-0.003676512,21,100
Market-Adjusted Model,84769,2022-11-17,0.0890180219,0.0088023487,0.0085048648,21,100
Market-Adjusted Model,84781,2022-11-17,0.1129095331,0.0287926735,0.0323963759,21,100
Market-Adjusted Model,84788,2022-11-17,0.0218193039,-0.047108236,-0.058693853,21,100
Market-Adjusted Model,84819,2022-11-17,-0.309181478,-0.430920414,-0.389694636,21,100
Market-Adjusted Model,84820,2022-11-17,-0.049276823,-0.127627857,-0.12978998,21,100
Market-Adjusted Model,84825,2022-11-17,-0.029520266,-0.105492047,-0.110033423,21,100
Market-Adjusted Model,84827,2022-11-17,0.148159257,0.061787302,0.0676460998,21,100
Market-Adjusted Model,84828,2022-11-17,0.1717081137,0.081741022,0.0911949565,21,100
Market-Adjusted Model,84833,2022-11-17,0.20510292,0.1202175508,0.1245897628,21,100
Market-Adjusted Model,85002,2022-11-17,0.1131194013,0.0346614908,0.0326062441,21,100
Market-Adjusted Model,85013,2022-11-17,0.2415350391,0.1496165123,0.161021882,21,100
Market-Adjusted Model,85020,2022-11-17,0.0302944423,-0.046814352,-0.050218715,21,100
Market-Adjusted Model,85035,2022-11-17,0.1504497901,0.0762323365,0.0699366329,21,100
Market-Adjusted Model,85040,2022-11-17,0.0202192876,-0.051539419,-0.06029387,21,100
Market-Adjusted Model,85058,2022-11-17,-0.007439624,-0.083087018,-0.087952781,21,100
Market-Adjusted Model,85059,2022-11-17,0.0809324002,0.0003061095,0.000419243,21,100
Market-Adjusted Model,85067,2022-11-17,0.2263128432,0.1391022418,0.145799686,21,100
Market-Adjusted Model,85072,2022-11-17,0.2797341555,0.1789443169,0.1992209984,21,100
Market-Adjusted Model,85077,2022-11-17,0.0283286489,-0.041481124,-0.052184508,21,100
Market-Adjusted Model,85081,2022-11-17,0.2479252436,0.1471270255,0.1674120864,21,100
Market-Adjusted Model,85082,2022-11-17,0.0418484841,-0.033739648,-0.038664673,21,100
Market-Adjusted Model,85168,2022-11-17,-0.033973411,-0.109456442,-0.114486569,21,100
Market-Adjusted Model,85172,2022-11-17,0.0953436392,0.0140995932,0.014830482,21,100
Market-Adjusted Model,85176,2022-11-17,-0.065163737,-0.13168346,-0.145676894,21,100
Market-Adjusted Model,85177,2022-11-17,0.1811414384,0.1311085927,0.1006282812,21,100
Market-Adjusted Model,85187,2022-11-17,-0.030276066,-0.098805578,-0.110789223,21,100
Market-Adjusted Model,85198,2022-11-17,0.0588235387,-0.019968814,-0.021689619,21,100
Market-Adjusted Model,85205,2022-11-17,-0.1281833,-0.201380091,-0.208696457,21,100
Market-Adjusted Model,85234,2022-11-17,0.2844221053,0.1842741612,0.2039089481,21,100
Market-Adjusted Model,85235,2022-11-17,0.0674281417,-0.002265236,-0.013085015,21,100
Market-Adjusted Model,85246,2022-11-17,0.1773965034,0.0928175625,0.0968833462,21,100
Market-Adjusted Model,85254,2022-11-17,0.0437710069,-0.028422229,-0.03674215,21,100
Market-Adjusted Model,85257,2022-11-17,0.1099239238,0.0259853394,0.0294107666,21,100
Market-Adjusted Model,85259,2022-11-17,0.1667654633,0.0845106327,0.0862523061,21,100
Market-Adjusted Model,85261,2022-11-17,0.2424241799,0.1492414323,0.1619110227,21,100
Market-Adjusted Model,85265,2022-11-17,0.0718695418,-0.002939591,-0.008643615,21,100
Market-Adjusted Model,85269,2022-11-17,0.0171566752,-0.057735127,-0.063356482,21,100
Market-Adjusted Model,85272,2022-11-17,0.4977577662,0.3540381661,0.417244609,21,100
Market-Adjusted Model,85285,2022-11-17,0.1051606489,0.0248511079,0.0246474917,21,100
Market-Adjusted Model,85293,2022-11-17,-0.009411755,-0.08204248,-0.089924912,21,100
Market-Adjusted Model,85299,2022-11-17,-0.030711601,-0.109761142,-0.111224758,21,100
Market-Adjusted Model,85332,2022-11-17,0.0991629388,0.0196872816,0.0186497816,21,100
Market-Adjusted Model,85337,2022-11-17,0.0146615679,-0.063021264,-0.065851589,21,100
Market-Adjusted Model,85339,2022-11-17,0.130327638,0.0440333614,0.0498144809,21,100
Market-Adjusted Model,85346,2022-11-17,0.1792452534,0.1025828488,0.0987320962,21,100
Market-Adjusted Model,85348,2022-11-17,0.1098829632,0.0249707192,0.029369806,21,100
Market-Adjusted Model,85372,2022-11-17,0.2143381528,0.1309312803,0.1338249957,21,100
Market-Adjusted Model,85377,2022-11-17,-0.296813179,-0.374738429,-0.377326336,21,100
Market-Adjusted Model,85390,2022-11-17,-0.067136883,-0.11565974,-0.14765004,21,100
Market-Adjusted Model,85394,2022-11-17,0.0450880374,-0.032494554,-0.03542512,21,100
Market-Adjusted Model,85397,2022-11-17,-0.014276278,-0.091424617,-0.094789435,21,100
Market-Adjusted Model,85399,2022-11-17,-0.312302841,-0.406098346,-0.392815998,21,100
Market-Adjusted Model,85401,2022-11-17,0.0105017663,-0.053547278,-0.070011391,21,100
Market-Adjusted Model,85414,2022-11-17,0.1992295491,0.1107854002,0.1187163919,21,100
Market-Adjusted Model,85418,2022-11-17,0.0124237868,-0.065636622,-0.06808937,21,100
Market-Adjusted Model,85419,2022-11-17,0.0024891686,-0.067437577,-0.078023989,21,100
Market-Adjusted Model,85424,2022-11-17,-0.00082989,-0.073216717,-0.081343047,21,100
Market-Adjusted Model,85425,2022-11-17,0.0572661106,-0.023135098,-0.023247047,21,100
Market-Adjusted Model,85426,2022-11-17,0.0549502329,-0.022619077,-0.025562924,21,100
Market-Adjusted Model,85427,2022-11-17,0.1427836471,0.0579287345,0.0622704899,21,100
Market-Adjusted Model,85440,2022-11-17,0.1454976061,0.0679793185,0.064984449,21,100
Market-Adjusted Model,85442,2022-11-17,0.3466622484,0.2314324274,0.2661490912,21,100
Market-Adjusted Model,85449,2022-11-17,0.0102104698,-0.068295275,-0.070302687,21,100
Market-Adjusted Model,85459,2022-11-17,0.1036325099,0.0232935993,0.0231193527,21,100
Market-Adjusted Model,85464,2022-11-17,0.0865419965,0.0055107682,0.0060288393,21,100
Market-Adjusted Model,85467,2022-11-17,0.0226922997,-0.04900665,-0.057820857,21,100
Market-Adjusted Model,85472,2022-11-17,-0.003230756,-0.077915729,-0.083743914,21,100
Market-Adjusted Model,85488,2022-11-17,0.0781642276,-0.003244786,-0.00234893,21,100
Market-Adjusted Model,85502,2022-11-17,-0.29045996,-0.370352835,-0.370973117,21,100
Market-Adjusted Model,85517,2022-11-17,-0.03834017,-0.112462927,-0.118853327,21,100
Market-Adjusted Model,85526,2022-11-17,-0.683684205,-0.905654544,-0.764197363,21,100
Market-Adjusted Model,85539,2022-11-17,-0.117549012,-0.197245236,-0.198062169,21,100
Market-Adjusted Model,85540,2022-11-17,-0.203399538,0.0299586277,-0.283912695,21,100
Market-Adjusted Model,85567,2022-11-17,0.0138248727,-0.060538556,-0.066688285,21,100
Market-Adjusted Model,85570,2022-11-17,0.0765305414,0.0332431525,-0.003982616,21,100
Market-Adjusted Model,85576,2022-11-17,0.0096517164,-0.070531463,-0.070861441,21,100
Market-Adjusted Model,85586,2022-11-17,-0.065026461,-0.144897665,-0.145539619,21,100
Market-Adjusted Model,85592,2022-11-17,0.0955593467,0.0175409485,0.0150461896,21,100
Market-Adjusted Model,85593,2022-11-17,0.3127361387,0.2061527499,0.2322229815,21,100
Market-Adjusted Model,85602,2022-11-17,0.2771011678,0.1926826501,0.1965880106,21,100
Market-Adjusted Model,85604,2022-11-17,0.1025372167,0.0207739943,0.0220240595,21,100
Market-Adjusted Model,85621,2022-11-17,0.1996189154,0.1093612412,0.1191057582,21,100
Market-Adjusted Model,85627,2022-11-17,0.1427630146,0.0603508015,0.0622498574,21,100
Market-Adjusted Model,85631,2022-11-17,0.0086768786,-0.054259813,-0.071836279,21,100
Market-Adjusted Model,85636,2022-11-17,-0.01539488,-0.08939871,-0.095908037,21,100
Market-Adjusted Model,85645,2022-11-17,0.1456432092,0.0582511548,0.065130052,21,100
Market-Adjusted Model,85653,2022-11-17,0.0477815226,-0.030578148,-0.032731635,21,100
Market-Adjusted Model,85656,2022-11-17,0.0027131367,-0.076608441,-0.077800021,21,100
Market-Adjusted Model,85663,2022-11-17,0.1522701314,0.0680229669,0.0717569742,21,100
Market-Adjusted Model,85686,2022-11-17,0.1547169218,0.0731618469,0.0742037646,21,100
Market-Adjusted Model,85705,2022-11-17,-0.042650801,-0.105799403,-0.123163958,21,100
Market-Adjusted Model,85706,2022-11-17,-0.174927951,-0.265281507,-0.255441108,21,100
Market-Adjusted Model,85710,2022-11-17,0.1937209246,0.1133080034,0.1132077674,21,100
Market-Adjusted Model,85724,2022-11-17,0.2513180734,0.1563837566,0.1708049162,21,100
Market-Adjusted Model,85725,2022-11-17,0.0272843424,-0.049885392,-0.053228815,21,100
Market-Adjusted Model,85726,2022-11-17,-0.005163468,-0.075058252,-0.085676625,21,100
Market-Adjusted Model,85731,2022-11-17,-0.004901959,-0.083023061,-0.085415116,21,100
Market-Adjusted Model,85738,2022-11-17,0.0707434242,-0.006080764,-0.009769733,21,100
Market-Adjusted Model,85741,2022-11-17,0.0516178805,-0.027101274,-0.028895277,21,100
Market-Adjusted Model,85744,2022-11-17,0.2254736454,0.1859427869,0.1449604882,21,100
Market-Adjusted Model,85751,2022-11-17,0.1362781534,0.0493666797,0.0557649962,21,100
Market-Adjusted Model,85753,2022-11-17,0.083007371,0.0042983151,0.0024942138,21,100
Market-Adjusted Model,85757,2022-11-17,-0.104761863,-0.181786611,-0.18527502,21,100
Market-Adjusted Model,85763,2022-11-17,0.0869045413,0.0051172764,0.0063913842,21,100
Market-Adjusted Model,85765,2022-11-17,0.0749185074,-0.006564597,-0.00559465,21,100
Market-Adjusted Model,85768,2022-11-17,0.0502283592,-0.026338975,-0.030284798,21,100
Market-Adjusted Model,85789,2022-11-17,0.0705882353,-0.008275506,-0.009924922,21,100
Market-Adjusted Model,85792,2022-11-17,0.1190964195,0.0369135414,0.0385832624,21,100
Market-Adjusted Model,85796,2022-11-17,0.0093960008,-0.062933836,-0.071117156,21,100
Market-Adjusted Model,85860,2022-11-17,0.0530873959,-0.025472449,-0.027425761,21,100
Market-Adjusted Model,85863,2022-11-17,0.2446875528,0.1473470746,0.1641743957,21,100
Market-Adjusted Model,85875,2022-11-17,0.0815653795,0.0007647878,0.0010522223,21,100
Market-Adjusted Model,85883,2022-11-17,0.1072961369,0.0221945451,0.0267829797,21,100
Market-Adjusted Model,85886,2022-11-17,0.0618735321,-0.014282737,-0.018639625,21,100
Market-Adjusted Model,85889,2022-11-17,0.017241402,-0.053992468,-0.063271755,21,100
Market-Adjusted Model,85903,2022-11-17,0.0862286669,0.0080377545,0.0057155097,21,100
Market-Adjusted Model,85905,2022-11-17,0.0628380446,-0.018359654,-0.017675113,21,100
Market-Adjusted Model,85913,2022-11-17,0.0852774873,0.0063181634,0.0047643301,21,100
Market-Adjusted Model,85914,2022-11-17,0.3119223699,0.2079827799,0.2314092127,21,100
Market-Adjusted Model,85916,2022-11-17,0.0879638421,0.0058282817,0.0074506849,21,100
Market-Adjusted Model,85918,2022-11-17,0.1333709019,0.0463164483,0.0528577447,21,100
Market-Adjusted Model,85925,2022-11-17,-0.114851944,-0.180938192,-0.195365101,21,100
Market-Adjusted Model,85926,2022-11-17,0.2662105515,0.1615915927,0.1856973943,21,100
Market-Adjusted Model,85935,2022-11-17,0.1460905374,0.0645975589,0.0655773803,21,100
Market-Adjusted Model,85942,2022-11-17,0.0634945227,-0.016264095,-0.017018634,21,100
Market-Adjusted Model,85945,2022-11-17,0.048834366,-0.029689851,-0.031678791,21,100
Market-Adjusted Model,85953,2022-11-17,-0.029604943,-0.100141864,-0.1101181,21,100
Market-Adjusted Model,85966,2022-11-17,0.0161396278,-0.063975217,-0.064373529,21,100
Market-Adjusted Model,85972,2022-11-17,0.1944268459,0.1068771532,0.1139136887,21,100
Market-Adjusted Model,85982,2022-11-17,0.2436567411,0.1456806553,0.163143584,21,100
Market-Adjusted Model,85992,2022-11-17,0.1208011851,0.0445306931,0.0402880279,21,100
Market-Adjusted Model,86004,2022-11-17,0.022380497,-0.056056368,-0.05813266,21,100
Market-Adjusted Model,86026,2022-11-17,0.1617023645,0.0744761761,0.0811892074,21,100
Market-Adjusted Model,86033,2022-11-17,0.1328999274,0.0475389517,0.0523867703,21,100
Market-Adjusted Model,86047,2022-11-17,0.3585735372,0.2402391722,0.27806038,21,100
Market-Adjusted Model,86048,2022-11-17,0.1020892538,0.01968772,0.0215760966,21,100
Market-Adjusted Model,86051,2022-11-17,0.1236897584,0.0438085885,0.0431766012,21,100
Market-Adjusted Model,86067,2022-11-17,-0.041712418,-0.119486446,-0.122225575,21,100
Market-Adjusted Model,86072,2022-11-17,0.1044474875,0.0273702952,0.0239343303,21,100
Market-Adjusted Model,86080,2022-11-17,0.1078431516,0.0290325805,0.0273299944,21,100
Market-Adjusted Model,86091,2022-11-17,0.0597964835,-0.020536212,-0.020716674,21,100
Market-Adjusted Model,86092,2022-11-17,-0.28814581,-0.373129789,-0.368658968,21,100
Market-Adjusted Model,86098,2022-11-17,-0.176821665,-0.262697785,-0.257334823,21,100
Market-Adjusted Model,86102,2022-11-17,0.1156561739,0.0309699283,0.0351430167,21,100
Market-Adjusted Model,86111,2022-11-17,0.0691066454,-0.006677436,-0.011406512,21,100
Market-Adjusted Model,86113,2022-11-17,0.1154440293,0.0360475878,0.0349308722,21,100
Market-Adjusted Model,86115,2022-11-17,0.0457089367,-0.032954907,-0.03480422,21,100
Market-Adjusted Model,86121,2022-11-17,0.0134159874,-0.061376541,-0.06709717,21,100
Market-Adjusted Model,86122,2022-11-17,-0.075148531,-0.127456676,-0.155661688,21,100
Market-Adjusted Model,86128,2022-11-17,0.0455840001,-0.027799972,-0.034929157,21,100
Market-Adjusted Model,86136,2022-11-17,0.1022319664,0.0199961173,0.0217188092,21,100
Market-Adjusted Model,86143,2022-11-17,0.0323677681,-0.047526665,-0.048145389,21,100
Market-Adjusted Model,86144,2022-11-17,0.076785295,-0.004255731,-0.003727862,21,100
Market-Adjusted Model,86158,2022-11-17,0.0400474327,-0.025745911,-0.040465724,21,100
Market-Adjusted Model,86165,2022-11-17,-0.143564343,-0.21568321,-0.2240775,21,100
Market-Adjusted Model,86211,2022-11-17,-0.166337654,-0.193064484,-0.246850811,21,100
Market-Adjusted Model,86218,2022-11-17,0.0655526023,-0.016167141,-0.014960555,21,100
Market-Adjusted Model,86222,2022-11-17,0.0850063853,0.0053615595,0.0044932281,21,100
Market-Adjusted Model,86223,2022-11-17,0.0020161754,-0.077436993,-0.078496982,21,100
Market-Adjusted Model,86228,2022-11-17,0.0782688469,-0.00351887,-0.00224431,21,100
Market-Adjusted Model,86233,2022-11-17,-0.126512904,-0.125580147,-0.207026062,21,100
Market-Adjusted Model,86242,2022-11-17,0.0841569715,0.0101365437,0.0036438143,21,100
Market-Adjusted Model,86287,2022-11-17,0.0053642815,-0.073817036,-0.075148876,21,100
Market-Adjusted Model,86288,2022-11-17,0.0540540397,-0.024649021,-0.026459117,21,100
Market-Adjusted Model,86290,2022-11-17,-0.156236796,-0.240370181,-0.236749953,21,100
Market-Adjusted Model,86302,2022-11-17,0.0258860991,-0.051835703,-0.054627058,21,100
Market-Adjusted Model,86312,2022-11-17,0.1431593165,0.0595395748,0.0626461593,21,100
Market-Adjusted Model,86313,2022-11-17,0.0242717821,-0.054374912,-0.056241375,21,100
Market-Adjusted Model,86339,2022-11-17,0.0879385414,0.0096407839,0.0074253842,21,100
Market-Adjusted Model,86341,2022-11-17,0.4623824038,0.3206411191,0.3818692466,21,100
Market-Adjusted Model,86349,2022-11-17,0.0957912318,0.0182222169,0.0152780746,21,100
Market-Adjusted Model,86356,2022-11-17,0.1933483202,0.1057147029,0.112835163,21,100
Market-Adjusted Model,86369,2022-11-17,0.0379106111,-0.042427572,-0.042602546,21,100
Market-Adjusted Model,86372,2022-11-17,0.1221189862,0.0386162068,0.041605829,21,100
Market-Adjusted Model,86382,2022-11-17,-0.005054402,-0.082594753,-0.085567559,21,100
Market-Adjusted Model,86384,2022-11-17,0.0340066872,-0.045129787,-0.04650647,21,100
Market-Adjusted Model,86408,2022-11-17,-0.025062626,-0.072758937,-0.105575783,21,100
Market-Adjusted Model,86432,2022-11-17,0.0552904093,-0.024763631,-0.025222748,21,100
Market-Adjusted Model,86435,2022-11-17,-0.561290302,-0.606577696,-0.562751023,2,100
Market-Adjusted Model,86444,2022-11-17,-0.070422574,-0.1354047,-0.150935731,21,100
Market-Adjusted Model,86449,2022-11-17,0.1578657217,0.0696660557,0.0773525646,21,100
Market-Adjusted Model,86451,2022-11-17,0.0705368047,-0.011215416,-0.009976352,21,100
Market-Adjusted Model,86452,2022-11-17,0.0833684559,0.0005923693,0.0028552987,21,100
Market-Adjusted Model,86453,2022-11-17,0.0640036088,-0.013663568,-0.016509548,21,100
Market-Adjusted Model,86454,2022-11-17,0.0183806658,-0.05841398,-0.062132491,21,100
Market-Adjusted Model,86455,2022-11-17,0.0680737492,-0.012255871,-0.012439408,21,100
Market-Adjusted Model,86456,2022-11-17,0.1050756299,0.0212479381,0.0245624727,21,100
Market-Adjusted Model,86457,2022-11-17,0.1057017036,0.0266040998,0.0251885464,21,100
Market-Adjusted Model,86458,2022-11-17,0.069890035,-0.010343118,-0.010623122,21,100
Market-Adjusted Model,86474,2022-11-17,-0.013226136,-0.088915058,-0.093739294,21,100
Market-Adjusted Model,86489,2022-11-17,0.2290836705,0.1431180678,0.1485705133,21,100
Market-Adjusted Model,86526,2022-11-17,0.0423093473,-0.031732261,-0.03820381,21,100
Market-Adjusted Model,86536,2022-11-17,0.2461695488,0.1714163517,0.1656563917,21,100
Market-Adjusted Model,86544,2022-11-17,0.10661926,0.0242771594,0.0261061029,21,100
Market-Adjusted Model,86547,2022-11-17,0.1207464721,0.0654215614,0.0402333149,21,100
Market-Adjusted Model,86552,2022-11-17,0.0830970046,0.0000686353,0.0025838474,21,100
Market-Adjusted Model,86556,2022-11-17,0.0784602626,-0.003577666,-0.002052895,21,100
Market-Adjusted Model,86560,2022-11-17,-0.158690813,-0.183876877,-0.239203971,21,100
Market-Adjusted Model,86563,2022-11-17,0.0452538447,-0.028121693,-0.035259313,21,100
Market-Adjusted Model,86572,2022-11-17,0.0622216049,-0.009122753,-0.018291552,21,100
Market-Adjusted Model,86573,2022-11-17,0.0195918168,-0.059301068,-0.06092134,21,100
Market-Adjusted Model,86578,2022-11-17,0.0134414372,-0.060836177,-0.06707172,21,100
Market-Adjusted Model,86580,2022-11-17,0.2769489337,0.1847052595,0.1964357765,21,100
Market-Adjusted Model,86581,2022-11-17,-0.136234598,-0.215675818,-0.216747755,21,100
Market-Adjusted Model,86594,2022-11-17,0.0615183405,-0.017023564,-0.018994817,21,100
Market-Adjusted Model,86719,2022-11-17,0.0120588199,-0.062128905,-0.068454337,21,100
Market-Adjusted Model,86728,2022-11-17,0.0588519644,-0.017794932,-0.021661193,21,100
Market-Adjusted Model,86745,2022-11-17,0.1791383171,0.0939718207,0.0986251599,21,100
Market-Adjusted Model,86754,2022-11-17,0.1032178716,0.0204092309,0.0227047144,21,100
Market-Adjusted Model,86755,2022-11-17,0.1011366887,0.0210166587,0.0206235315,21,100
Market-Adjusted Model,86776,2022-11-17,0.0966866197,0.0146168297,0.0161734625,21,100
Market-Adjusted Model,86778,2022-11-17,0.0516201091,0.0087302188,-0.028893048,21,100
Market-Adjusted Model,86783,2022-11-17,0.1727945883,0.0834681492,0.0922814311,21,100
Market-Adjusted Model,86799,2022-11-17,-0.002333665,-0.076574862,-0.082846822,21,100
Market-Adjusted Model,86810,2022-11-17,0.1178510075,0.0488885937,0.0373378503,21,100
Market-Adjusted Model,86812,2022-11-17,-0.156763566,-0.239562867,-0.237276723,21,100
Market-Adjusted Model,86814,2022-11-17,0.0376410629,-0.040670959,-0.042872094,21,100
Market-Adjusted Model,86818,2022-11-17,0.0463561794,-0.030979306,-0.034156978,21,100
Market-Adjusted Model,86819,2022-11-17,0.0712669468,0.0037596744,-0.00924621,21,100
Market-Adjusted Model,86820,2022-11-17,0.1164307137,0.0313496999,0.0359175565,21,100
Market-Adjusted Model,86822,2022-11-17,0.1723936574,0.0858981939,0.0918805002,21,100
Market-Adjusted Model,86827,2022-11-17,0.0978119209,0.0169070511,0.0172987638,21,100
Market-Adjusted Model,86866,2022-11-17,-0.092310504,-0.079622586,-0.172823661,21,100
Market-Adjusted Model,86868,2022-11-17,0.0950682289,0.0124526951,0.0145550718,21,100
Market-Adjusted Model,86869,2022-11-17,0.1266718825,0.0404117809,0.0461587254,21,100
Market-Adjusted Model,86870,2022-11-17,0.0974113918,0.0138902526,0.0168982346,21,100
Market-Adjusted Model,86871,2022-11-17,0.1116299599,0.0263726902,0.0311168027,21,100
Market-Adjusted Model,86872,2022-11-17,0.0868490361,0.0044087414,0.0063358789,21,100
Market-Adjusted Model,86876,2022-11-17,-0.068400348,-0.133695298,-0.148913505,21,100
Market-Adjusted Model,86887,2022-11-17,0.0800745462,-0.000856812,-0.000438611,21,100
Market-Adjusted Model,86889,2022-11-17,0.0440251066,-0.018221531,-0.036488051,21,100
Market-Adjusted Model,86896,2022-11-17,0.0372255209,-0.041243913,-0.043287636,21,100
Market-Adjusted Model,86916,2022-11-17,-0.100869551,-0.178681912,-0.181382708,21,100
Market-Adjusted Model,86929,2022-11-17,0.0677965941,-0.01007896,-0.012716563,21,100
Market-Adjusted Model,86942,2022-11-17,0.0930932609,0.0110136746,0.0125801038,21,100
Market-Adjusted Model,86949,2022-11-17,0.2401032365,0.1415435322,0.1595900794,21,100
Market-Adjusted Model,86964,2022-11-17,0.1041457809,0.0250690716,0.0236326238,21,100
Market-Adjusted Model,86965,2022-11-17,0.0839400026,0.0027448077,0.0034268454,21,100
Market-Adjusted Model,86979,2022-11-17,0.0982264785,0.0181012829,0.0177133213,21,100
Market-Adjusted Model,86990,2022-11-17,-0.009999989,-0.086512428,-0.090513147,21,100
Market-Adjusted Model,86996,2022-11-17,0.1028811156,0.0226878025,0.0223679584,21,100
Market-Adjusted Model,87006,2022-11-17,0.098166742,0.0163026462,0.0176535849,21,100
Market-Adjusted Model,87014,2022-11-17,0.0531014629,-0.026458333,-0.027411694,21,100
Market-Adjusted Model,87016,2022-11-17,-0.094202895,-0.139627771,-0.174716052,21,100
Market-Adjusted Model,87033,2022-11-17,0.1716474902,0.0838931969,0.0911343331,21,100
Market-Adjusted Model,87034,2022-11-17,0.1497147985,0.0687202314,0.0692016414,21,100
Market-Adjusted Model,87043,2022-11-17,-0.052238835,-0.119119641,-0.132751992,21,100
Market-Adjusted Model,87053,2022-11-17,-0.093333328,-0.170726985,-0.173846485,21,100
Market-Adjusted Model,87055,2022-11-17,0.022791643,-0.053263846,-0.057721514,21,100
Market-Adjusted Model,87056,2022-11-17,0.2541285544,0.1524930094,0.1736153972,21,100
Market-Adjusted Model,87061,2022-11-17,-0.173917063,-0.25729925,-0.25443022,21,100
Market-Adjusted Model,87067,2022-11-17,0.0125703277,-0.065215283,-0.067942829,21,100
Market-Adjusted Model,87069,2022-11-17,0.1337162538,0.0485596742,0.0532030966,21,100
Market-Adjusted Model,87075,2022-11-17,0.2464270795,0.150332226,0.1659139223,21,100
Market-Adjusted Model,87077,2022-11-17,0.0229441797,-0.05173239,-0.057568977,21,100
Market-Adjusted Model,87078,2022-11-17,0.336605839,0.2223487513,0.2560926818,21,100
Market-Adjusted Model,87084,2022-11-17,0.0578511828,-0.01937354,-0.022661974,21,100
Market-Adjusted Model,87086,2022-11-17,0.107374495,0.0303608573,0.0268613378,21,100
Market-Adjusted Model,87114,2022-11-17,0.0183831401,-0.06027904,-0.062130017,21,100
Market-Adjusted Model,87121,2022-11-17,-0.321428571,-0.407563235,-0.401941728,21,100
Market-Adjusted Model,87128,2022-11-17,0.1635944729,0.0762842716,0.0830813157,21,100
Market-Adjusted Model,87137,2022-11-17,0.0151245052,-0.057353782,-0.065388652,21,100
Market-Adjusted Model,87162,2022-11-17,0.3218884145,0.2520476457,0.2413752573,21,100
Market-Adjusted Model,87179,2022-11-17,0.0776477682,-0.00344165,-0.002865389,21,100
Market-Adjusted Model,87198,2022-11-17,-0.031758809,-0.102970661,-0.112271966,21,100
Market-Adjusted Model,87204,2022-11-17,0.1805930141,0.096669245,0.1000798569,21,100
Market-Adjusted Model,87212,2022-11-17,0.1212433778,0.0381289203,0.0407302206,21,100
Market-Adjusted Model,87227,2022-11-17,0.1050679095,0.0482762129,0.0245547523,21,100
Market-Adjusted Model,87251,2022-11-17,0.0417925358,-0.02479819,-0.038720621,21,100
Market-Adjusted Model,87267,2022-11-17,0.1161064836,0.041199604,0.0355933264,21,100
Market-Adjusted Model,87268,2022-11-17,0.3523290593,0.242983874,0.2718159021,21,100
Market-Adjusted Model,87269,2022-11-17,-0.041237137,-0.118600692,-0.121750294,21,100
Market-Adjusted Model,87280,2022-11-17,0.1555154614,0.0680917818,0.0750023042,21,100
Market-Adjusted Model,87285,2022-11-17,0.0546148681,-0.02645551,-0.025898289,21,100
Market-Adjusted Model,87289,2022-11-17,-0.26303705,-0.350920631,-0.343550207,21,100
Market-Adjusted Model,87293,2022-11-17,0.0186566954,-0.045274809,-0.061856462,21,100
Market-Adjusted Model,87299,2022-11-17,0.0981149396,0.0178205648,0.0176017824,21,100
Market-Adjusted Model,87302,2022-11-17,0.031249972,-0.036719561,-0.049263185,21,100
Market-Adjusted Model,87318,2022-11-17,0.0156760557,-0.062889997,-0.064837102,21,100
Market-Adjusted Model,87321,2022-11-17,0.0772357993,0.0300670822,-0.003277358,21,100
Market-Adjusted Model,87337,2022-11-17,0.0740489167,0.0125307081,-0.006464241,21,100
Market-Adjusted Model,87339,2022-11-17,0.0407608361,-0.029441378,-0.039752321,21,100
Market-Adjusted Model,87344,2022-11-17,-0.126582303,-0.211768061,-0.20709546,21,100
Market-Adjusted Model,87356,2022-11-17,0.0381738325,-0.040665613,-0.042339325,21,100
Market-Adjusted Model,87361,2022-11-17,0.0051694166,-0.072385609,-0.075343741,21,100
