Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,14714,2022-11-17,0.0799743493,0.0036541339,-0.000538808,21,100
Market-Adjusted Model,14715,2022-11-17,0.0882353081,0.0371344934,0.007722151,21,100
Market-Adjusted Model,14716,2022-11-17,0.2100434907,0.1267722111,0.1295303335,21,100
Market-Adjusted Model,14720,2022-11-17,-0.180411413,-0.260079909,-0.26092457,21,100
Market-Adjusted Model,14722,2022-11-17,0.1510506197,0.063084296,0.0705374625,21,100
Market-Adjusted Model,14724,2022-11-17,0.0577415386,-0.023831324,-0.022771619,21,100
Market-Adjusted Model,14725,2022-11-17,0.0856370592,0.0036546426,0.005123902,21,100
Market-Adjusted Model,14726,2022-11-17,0.1301230009,0.0449152497,0.0496098437,21,100
Market-Adjusted Model,14731,2022-11-17,0.1608408487,0.0723478498,0.0803276915,21,100
Market-Adjusted Model,14734,2022-11-17,0.0803952717,-0.001013237,-0.000117886,21,100
Market-Adjusted Model,14747,2022-11-17,0.0965496662,0.0139154733,0.016036509,21,100
Market-Adjusted Model,14748,2022-11-17,0.1128569187,0.0287143008,0.0323437616,21,100
Market-Adjusted Model,14749,2022-11-17,0.1389940699,0.0527452527,0.0584809127,21,100
Market-Adjusted Model,14751,2022-11-17,0.2532297371,0.1536446639,0.1727165799,21,100
Market-Adjusted Model,14759,2022-11-17,-0.158681139,-0.203234446,-0.239194297,21,100
Market-Adjusted Model,14763,2022-11-17,0.163697056,0.097441062,0.0831838988,21,100
Market-Adjusted Model,14769,2022-11-17,0.106694865,0.0226990567,0.0261817079,21,100
Market-Adjusted Model,14770,2022-11-17,0.0883033669,0.0074528187,0.0077902097,21,100
Market-Adjusted Model,14771,2022-11-17,0.0756347956,-0.002383713,-0.004878362,21,100
Market-Adjusted Model,14773,2022-11-17,-0.033854195,-0.108201528,-0.114367353,21,100
Market-Adjusted Model,14776,2022-11-17,0.0103033972,-0.057089226,-0.07020976,21,100
Market-Adjusted Model,14777,2022-11-17,0.0659418863,-0.014503915,-0.014571271,21,100
Market-Adjusted Model,14778,2022-11-17,-0.07060337,-0.14442605,-0.151116527,21,100
Market-Adjusted Model,14782,2022-11-17,0.2161797367,0.1730645231,0.1356665795,21,100
Market-Adjusted Model,14783,2022-11-17,0.0190424109,-0.056479736,-0.061470746,21,100
Market-Adjusted Model,14785,2022-11-17,0.0484243783,-0.013135121,-0.032088779,21,100
Market-Adjusted Model,14786,2022-11-17,0.2066115809,0.1209199507,0.1260984237,21,100
Market-Adjusted Model,14790,2022-11-17,-0.215872625,-0.299199441,-0.296385782,21,100
Market-Adjusted Model,14791,2022-11-17,-0.271274071,-0.375228392,-0.351787228,21,100
Market-Adjusted Model,14794,2022-11-17,0.0336004796,-0.046820001,-0.046912678,21,100
Market-Adjusted Model,14795,2022-11-17,0.0709658497,-0.00865753,-0.009547307,21,100
Market-Adjusted Model,14797,2022-11-17,-0.311099535,-0.397518483,-0.391612692,21,100
Market-Adjusted Model,14798,2022-11-17,0.0803714084,-0.000947818,-0.000141749,21,100
Market-Adjusted Model,14800,2022-11-17,0.0431808375,-0.037478801,-0.03733232,21,100
Market-Adjusted Model,14803,2022-11-17,-0.145985456,-0.224617471,-0.226498613,21,100
Market-Adjusted Model,14804,2022-11-17,0.0813517596,0.0008317908,0.0008386024,21,100
Market-Adjusted Model,14807,2022-11-17,0.0935093202,0.0174108075,0.012996163,21,100
Market-Adjusted Model,14810,2022-11-17,-0.013995462,-0.093983537,-0.094508619,21,100
Market-Adjusted Model,14811,2022-11-17,0.1380784286,0.0546921808,0.0575652715,21,100
Market-Adjusted Model,14812,2022-11-17,0.0873096087,0.012838571,0.0067964515,21,100
Market-Adjusted Model,14813,2022-11-17,-0.366926258,-0.493233552,-0.447439415,21,100
Market-Adjusted Model,14815,2022-11-17,-0.19137932,-0.267819367,-0.271892478,21,100
Market-Adjusted Model,14816,2022-11-17,0.173503218,0.0819573121,0.0929900608,21,100
Market-Adjusted Model,14818,2022-11-17,-0.151699032,-0.219622587,-0.232212189,21,100
Market-Adjusted Model,14820,2022-11-17,-0.33544308,-0.431870616,-0.415956237,21,100
Market-Adjusted Model,14822,2022-11-17,0.1564625964,0.116239696,0.0759494393,21,100
Market-Adjusted Model,14823,2022-11-17,-0.118309807,-0.180560493,-0.198822965,21,100
Market-Adjusted Model,14826,2022-11-17,0.0469483051,-0.025607824,-0.033564852,21,100
Market-Adjusted Model,14828,2022-11-17,0.1818427857,0.1005825336,0.1013296285,21,100
Market-Adjusted Model,14830,2022-11-17,-0.123506094,-0.201296676,-0.204019251,21,100
Market-Adjusted Model,14844,2022-11-17,0.0209761148,-0.058390853,-0.059537042,21,100
Market-Adjusted Model,14845,2022-11-17,0.0206675112,-0.058492232,-0.059845646,21,100
Market-Adjusted Model,14846,2022-11-17,0.0407778007,-0.039540825,-0.039735357,21,100
Market-Adjusted Model,14852,2022-11-17,-0.022842683,-0.0904032,-0.10335584,21,100
Market-Adjusted Model,14854,2022-11-17,0.1395641259,0.0536356773,0.0590509687,21,100
Market-Adjusted Model,14855,2022-11-17,-0.032743101,-0.071897805,-0.113256258,21,100
Market-Adjusted Model,14862,2022-11-17,-0.083333317,-0.156902422,-0.163846474,21,100
Market-Adjusted Model,14863,2022-11-17,0.0349940283,-0.045010816,-0.045519129,21,100
Market-Adjusted Model,14865,2022-11-17,-0.099084848,-0.1637498,-0.179598005,21,100
Market-Adjusted Model,14866,2022-11-17,0.0258060334,-0.054709474,-0.054707124,21,100
Market-Adjusted Model,14869,2022-11-17,0.0038610637,-0.07652509,-0.076652093,21,100
Market-Adjusted Model,14872,2022-11-17,-0.288429775,-0.363169331,-0.368942932,21,100
Market-Adjusted Model,14873,2022-11-17,0.061224468,-0.00163954,-0.019288689,21,100
Market-Adjusted Model,14874,2022-11-17,0.5929202712,0.9114121983,0.512407114,21,100
Market-Adjusted Model,14877,2022-11-17,0.400696979,0.2939378218,0.3201838219,21,100
Market-Adjusted Model,14879,2022-11-17,-0.028735609,-0.078897872,-0.109248766,21,100
Market-Adjusted Model,14882,2022-11-17,0.1656079645,0.0949212198,0.0850948073,21,100
Market-Adjusted Model,14884,2022-11-17,-0.01734107,-0.091531654,-0.097854227,21,100
Market-Adjusted Model,14886,2022-11-17,0.0525010847,-0.021153603,-0.028012072,21,100
Market-Adjusted Model,14887,2022-11-17,0.0120377116,-0.045231614,-0.068475446,21,100
Market-Adjusted Model,14888,2022-11-17,0.3919629437,0.2763042137,0.3114497865,21,100
Market-Adjusted Model,14889,2022-11-17,0.0540950282,-0.024755162,-0.026418129,21,100
Market-Adjusted Model,14900,2022-11-17,0.0784830651,-0.001628291,-0.002030092,21,100
Market-Adjusted Model,14901,2022-11-17,0.0520660435,-0.028925308,-0.028447114,21,100
Market-Adjusted Model,14902,2022-11-17,0.0289975562,-0.049400719,-0.051515601,21,100
Market-Adjusted Model,14906,2022-11-17,0.1063952225,0.0231732852,0.0258820654,21,100
Market-Adjusted Model,14907,2022-11-17,0.1450107298,0.0580000494,0.0644975726,21,100
Market-Adjusted Model,14919,2022-11-17,-0.028168758,-0.099560017,-0.108681915,21,100
Market-Adjusted Model,14923,2022-11-17,0.2366863247,0.1990508141,0.1561731675,21,100
Market-Adjusted Model,14924,2022-11-17,-0.329829194,-0.403873093,-0.410342351,21,100
Market-Adjusted Model,14925,2022-11-17,-0.527065529,-0.637431579,-0.607578686,21,100
Market-Adjusted Model,14927,2022-11-17,-0.169435196,-0.218628165,-0.249948353,21,100
Market-Adjusted Model,14928,2022-11-17,0.0861611777,0.020613529,0.0056480205,21,100
Market-Adjusted Model,14932,2022-11-17,-0.005659842,-0.085608643,-0.086172999,21,100
Market-Adjusted Model,14933,2022-11-17,0.0370303621,-0.043737945,-0.043482795,21,100
Market-Adjusted Model,14934,2022-11-17,-0.136072704,-0.220271771,-0.216585861,21,100
Market-Adjusted Model,14935,2022-11-17,0.4752486576,0.3426469872,0.3947355004,21,100
Market-Adjusted Model,14936,2022-11-17,-0.072506356,-0.144216494,-0.153019513,21,100
Market-Adjusted Model,14937,2022-11-17,3.0057776E-9,-0.061098855,-0.080513154,21,100
Market-Adjusted Model,14939,2022-11-17,0.0803709881,0.0019066629,-0.000142169,21,100
Market-Adjusted Model,14941,2022-11-17,0.1704790985,0.082824526,0.0899659413,21,100
Market-Adjusted Model,14942,2022-11-17,0.1331719143,0.0496141179,0.0526587571,21,100
Market-Adjusted Model,14943,2022-11-17,0.0633917229,-0.016570138,-0.017121434,21,100
Market-Adjusted Model,14944,2022-11-17,0.1005729612,0.0220607783,0.020059804,21,100
Market-Adjusted Model,14948,2022-11-17,0.0472009148,-0.011448607,-0.033312242,21,100
Market-Adjusted Model,14949,2022-11-17,-0.001513752,-0.068068476,-0.082026909,21,100
Market-Adjusted Model,14951,2022-11-17,0.0881398248,0.007193913,0.0076266676,21,100
Market-Adjusted Model,14952,2022-11-17,0.0652405393,-0.011593175,-0.015272618,21,100
Market-Adjusted Model,14953,2022-11-17,0.284715466,0.1913108158,0.2042023088,21,100
Market-Adjusted Model,14958,2022-11-17,0.0262756095,-0.051671709,-0.054237548,21,100
Market-Adjusted Model,14959,2022-11-17,0.0349525515,-0.04135124,-0.045560606,21,100
Market-Adjusted Model,14960,2022-11-17,0.0599520432,-0.015012978,-0.020561114,21,100
Market-Adjusted Model,14962,2022-11-17,0.0669906968,-0.014794591,-0.01352246,21,100
Market-Adjusted Model,14965,2022-11-17,0.0223566586,-0.058207463,-0.058156499,21,100
Market-Adjusted Model,14966,2022-11-17,0.0514757899,-0.029764385,-0.029037367,21,100
Market-Adjusted Model,14970,2022-11-17,0.1531983007,0.0916592765,0.0726851436,21,100
Market-Adjusted Model,14973,2022-11-17,-0.077576206,-0.104058734,-0.158089363,21,100
Market-Adjusted Model,14975,2022-11-17,0.1168450438,0.031739708,0.0363318866,21,100
Market-Adjusted Model,14979,2022-11-17,0.2407865913,0.1428941822,0.1602734341,21,100
Market-Adjusted Model,14981,2022-11-17,-0.176904233,-0.26436518,-0.25741739,21,100
Market-Adjusted Model,14983,2022-11-17,0.1825842806,0.1761926909,0.1020711234,21,100
Market-Adjusted Model,14985,2022-11-17,0.1235833177,0.046301041,0.0430701605,21,100
Market-Adjusted Model,14986,2022-11-17,1.3045266395,0.8559888352,1.2240134823,21,100
Market-Adjusted Model,14987,2022-11-17,0.1495886311,0.0645996455,0.069075474,21,100
Market-Adjusted Model,14988,2022-11-17,0.1189623883,0.03840036,0.0384492311,21,100
Market-Adjusted Model,14991,2022-11-17,0.01927198,0.006519545,-0.061241177,21,100
Market-Adjusted Model,14995,2022-11-17,-0.225296423,-0.306184745,-0.305809581,21,100
Market-Adjusted Model,14996,2022-11-17,0.0655153076,-0.015792753,-0.01499785,21,100
Market-Adjusted Model,14997,2022-11-17,-0.02979269,-0.108399203,-0.110305847,21,100
Market-Adjusted Model,15002,2022-11-17,-0.095238084,-0.153695727,-0.175751242,21,100
Market-Adjusted Model,15004,2022-11-17,0.0093223413,-0.06922724,-0.071190816,21,100
Market-Adjusted Model,15007,2022-11-17,0.1463051343,0.0595147166,0.0657919772,21,100
Market-Adjusted Model,15009,2022-11-17,-0.102236474,-0.175497206,-0.182749631,21,100
Market-Adjusted Model,15014,2022-11-17,0.0877193473,0.0113178589,0.0072061901,21,100
Market-Adjusted Model,15015,2022-11-17,0.2323232476,0.1562230468,0.1518100904,21,100
Market-Adjusted Model,15016,2022-11-17,0.3596950619,0.3080646714,0.2791819048,21,100
Market-Adjusted Model,15020,2022-11-17,0.1778291375,0.0996156718,0.0973159803,21,100
Market-Adjusted Model,15021,2022-11-17,0.0501242992,-0.03109394,-0.030388858,21,100
Market-Adjusted Model,15022,2022-11-17,0.0492534446,-0.028712162,-0.031259713,21,100
Market-Adjusted Model,15028,2022-11-17,-0.054083877,-0.128157691,-0.134597034,21,100
Market-Adjusted Model,15032,2022-11-17,0.0003453653,-0.079840775,-0.080167792,21,100
Market-Adjusted Model,15036,2022-11-17,0.3006605779,0.1954475706,0.2201474207,21,100
Market-Adjusted Model,15037,2022-11-17,0.0454951162,-0.031917708,-0.035018041,21,100
Market-Adjusted Model,15039,2022-11-17,0.1371004162,0.051008986,0.056587259,21,100
Market-Adjusted Model,15040,2022-11-17,0.0348444652,-0.045604183,-0.045668692,21,100
Market-Adjusted Model,15041,2022-11-17,0.0946852314,0.0132262116,0.0141720743,21,100
Market-Adjusted Model,15046,2022-11-17,0.2313350868,0.150486435,0.1508219296,21,100
Market-Adjusted Model,15047,2022-11-17,0.050013716,-0.030185937,-0.030499441,21,100
Market-Adjusted Model,15048,2022-11-17,-0.034755098,-0.108186384,-0.115268255,21,100
Market-Adjusted Model,15049,2022-11-17,0.1071801928,0.0248145333,0.0266670357,21,100
Market-Adjusted Model,15052,2022-11-17,0.0066392979,-0.073713388,-0.073873859,21,100
Market-Adjusted Model,15053,2022-11-17,0.184811189,0.0960903237,0.1042980318,21,100
Market-Adjusted Model,15054,2022-11-17,0.1743001757,0.0861129396,0.0937870185,21,100
Market-Adjusted Model,15056,2022-11-17,0.2727271796,0.199132367,0.1922140224,21,100
Market-Adjusted Model,15057,2022-11-17,-0.060240977,-0.103693096,-0.140754135,21,100
Market-Adjusted Model,15058,2022-11-17,0.0323886665,-0.015292998,-0.048124491,21,100
Market-Adjusted Model,15059,2022-11-17,-0.18757327,-0.260996652,-0.268086427,21,100
Market-Adjusted Model,15062,2022-11-17,-0.262032087,-0.373839307,-0.342545245,21,100
Market-Adjusted Model,15063,2022-11-17,0.084111429,0.0010816373,0.0035982718,21,100
Market-Adjusted Model,15064,2022-11-17,-0.056374226,-0.13070205,-0.136887383,21,100
Market-Adjusted Model,15065,2022-11-17,-0.001212155,-0.059879978,-0.081725313,21,100
Market-Adjusted Model,15066,2022-11-17,0.1216443639,0.0376221121,0.0411312068,21,100
Market-Adjusted Model,15067,2022-11-17,0.0131495844,-0.057735638,-0.067363573,21,100
Market-Adjusted Model,15069,2022-11-17,0.0020583494,-0.069460707,-0.078454808,21,100
Market-Adjusted Model,15070,2022-11-17,0.0503094971,-0.029692324,-0.03020366,21,100
Market-Adjusted Model,15071,2022-11-17,-0.287637725,-0.238260276,-0.368150882,21,100
Market-Adjusted Model,15072,2022-11-17,0.0163715303,-0.04505938,-0.064141627,21,100
Market-Adjusted Model,15073,2022-11-17,0.0190225702,-0.061490868,-0.061490587,21,100
Market-Adjusted Model,15076,2022-11-17,-0.024179623,-0.102627286,-0.10469278,21,100
Market-Adjusted Model,15081,2022-11-17,0.043211868,-0.037801299,-0.037301289,21,100
Market-Adjusted Model,15084,2022-11-17,0.2194388041,0.1319193574,0.1389256469,21,100
Market-Adjusted Model,15087,2022-11-17,-0.013297853,-0.066117852,-0.09381101,21,100
Market-Adjusted Model,15089,2022-11-17,0.0530733566,-0.019426128,-0.027439801,21,100
Market-Adjusted Model,15092,2022-11-17,0.0366599347,-0.026635904,-0.043853222,21,100
Market-Adjusted Model,15098,2022-11-17,0.0435159473,-0.03225529,-0.03699721,21,100
Market-Adjusted Model,15100,2022-11-17,0.0627529261,-0.019006637,-0.017760231,21,100
Market-Adjusted Model,15101,2022-11-17,0.1065298429,0.0224208051,0.0260166857,21,100
Market-Adjusted Model,15102,2022-11-17,0.1087852378,0.0256780569,0.0282720806,21,100
Market-Adjusted Model,15104,2022-11-17,0.02568958,-0.053779883,-0.054823577,21,100
Market-Adjusted Model,15108,2022-11-17,0.0154146529,-0.05022836,-0.065098504,21,100
Market-Adjusted Model,15109,2022-11-17,0.0839488942,0.0018413176,0.0034357371,21,100
Market-Adjusted Model,15111,2022-11-17,0.0800405271,-0.000573745,-0.00047263,21,100
Market-Adjusted Model,15113,2022-11-17,0.1427833969,0.0580523947,0.0622702397,21,100
Market-Adjusted Model,15118,2022-11-17,0.14092031,0.0550595726,0.0604071529,21,100
Market-Adjusted Model,15119,2022-11-17,0.2402300751,0.1494563433,0.1597169179,21,100
Market-Adjusted Model,15121,2022-11-17,0.0229304573,-0.049672498,-0.0575827,21,100
Market-Adjusted Model,15124,2022-11-17,0.0949827016,0.0129864191,0.0144695444,21,100
Market-Adjusted Model,15125,2022-11-17,-0.05555561,-0.122183949,-0.136068767,21,100
Market-Adjusted Model,15127,2022-11-17,-0.300492633,-0.403617786,-0.38100579,21,100
Market-Adjusted Model,15129,2022-11-17,0.2444220035,0.148595135,0.1639088464,21,100
Market-Adjusted Model,15132,2022-11-17,0.0125786081,-0.040665854,-0.067934549,21,100
Market-Adjusted Model,15133,2022-11-17,0.0183869857,-0.056180926,-0.062126171,21,100
Market-Adjusted Model,15135,2022-11-17,0.1602433991,0.1145999065,0.0797302419,21,100
Market-Adjusted Model,15136,2022-11-17,0.0128854432,-0.063296385,-0.067627714,21,100
Market-Adjusted Model,15139,2022-11-17,-0.000666871,-0.076391896,-0.081180028,21,100
Market-Adjusted Model,15142,2022-11-17,0.1115133856,0.0300985432,0.0310002284,21,100
Market-Adjusted Model,15144,2022-11-17,-0.031505504,-0.110952445,-0.112018661,21,100
Market-Adjusted Model,15145,2022-11-17,0.0420107738,-0.034042433,-0.038502383,21,100
Market-Adjusted Model,15161,2022-11-17,0.1047120459,0.0211921224,0.0241988888,21,100
Market-Adjusted Model,15162,2022-11-17,0.160591472,0.0721482956,0.0800783149,21,100
Market-Adjusted Model,15163,2022-11-17,0.0967531599,0.0135572666,0.0162400028,21,100
Market-Adjusted Model,15167,2022-11-17,2.7817484E-9,-0.065809977,-0.080513154,21,100
Market-Adjusted Model,15168,2022-11-17,-0.006997927,-0.073890086,-0.087511085,21,100
Market-Adjusted Model,15169,2022-11-17,0.0991419798,0.0237502474,0.0186288226,21,100
Market-Adjusted Model,15170,2022-11-17,-0.023013132,-0.096427072,-0.103526289,21,100
Market-Adjusted Model,15171,2022-11-17,0.1004914576,0.0387576678,0.0199783004,21,100
Market-Adjusted Model,15172,2022-11-17,0.2113576301,0.1336906768,0.1308444729,21,100
Market-Adjusted Model,15177,2022-11-17,-0.121340888,-0.190049974,-0.201854045,21,100
Market-Adjusted Model,15178,2022-11-17,-0.022651086,-0.102367215,-0.103164243,21,100
Market-Adjusted Model,15184,2022-11-17,-0.050632941,-0.1157076,-0.131146098,21,100
Market-Adjusted Model,15186,2022-11-17,-0.073770517,-0.128368185,-0.154283674,21,100
Market-Adjusted Model,15194,2022-11-17,-0.032085489,-0.109425723,-0.112598646,21,100
Market-Adjusted Model,15195,2022-11-17,0.0864864827,0.0066771331,0.0059733256,21,100
Market-Adjusted Model,15196,2022-11-17,-0.02490663,-0.101905099,-0.105419787,21,100
Market-Adjusted Model,15198,2022-11-17,0.0557620491,0.0826426271,-0.024751108,21,100
Market-Adjusted Model,15199,2022-11-17,0.1208791214,0.0360608854,0.0403659642,21,100
Market-Adjusted Model,15200,2022-11-17,0.1194847261,0.034442161,0.038971569,21,100
Market-Adjusted Model,15201,2022-11-17,0.0752773377,-0.006368175,-0.005235819,21,100
Market-Adjusted Model,15202,2022-11-17,0.1350519173,0.0506124116,0.0545387602,21,100
Market-Adjusted Model,15203,2022-11-17,-0.028301863,-0.103267422,-0.10881502,21,100
Market-Adjusted Model,15204,2022-11-17,0.07640094,-0.005169445,-0.004112217,21,100
Market-Adjusted Model,15205,2022-11-17,0.0685602528,-0.012373871,-0.011952904,21,100
Market-Adjusted Model,15213,2022-11-17,0.0438555139,-0.037043246,-0.036657643,21,100
Market-Adjusted Model,15215,2022-11-17,0.1606217938,0.0939967336,0.0801086366,21,100
Market-Adjusted Model,15216,2022-11-17,0.029073716,-0.042667733,-0.051439441,21,100
Market-Adjusted Model,15218,2022-11-17,-0.093333345,-0.163217506,-0.173846503,21,100
Market-Adjusted Model,15219,2022-11-17,-0.361115759,-0.455858148,-0.441628916,21,100
Market-Adjusted Model,15221,2022-11-17,0.0989496394,0.0458079658,0.0184364822,21,100
Market-Adjusted Model,15222,2022-11-17,-0.231460621,-0.310980604,-0.311973778,21,100
Market-Adjusted Model,15226,2022-11-17,-0.168004032,-0.255879893,-0.248517189,21,100
Market-Adjusted Model,15231,2022-11-17,0.07914154,-0.000302101,-0.001371617,21,100
Market-Adjusted Model,15234,2022-11-17,0.0975158236,0.0140932472,0.0170026665,21,100
Market-Adjusted Model,15235,2022-11-17,0.0696020138,-0.012284274,-0.010911143,21,100
Market-Adjusted Model,15236,2022-11-17,0.0348481276,-0.045255071,-0.04566503,21,100
Market-Adjusted Model,15243,2022-11-17,0.1324306028,0.046998244,0.0519174457,21,100
Market-Adjusted Model,15244,2022-11-17,-0.001956929,-0.080502972,-0.082470086,21,100
Market-Adjusted Model,15247,2022-11-17,0.0824179101,0.0000321523,0.0019047529,21,100
Market-Adjusted Model,15248,2022-11-17,0.0340428634,-0.046520517,-0.046470294,21,100
Market-Adjusted Model,15249,2022-11-17,0.118644051,0.0355571714,0.0381308938,21,100
Market-Adjusted Model,15252,2022-11-17,0.0059145134,-0.074471607,-0.074598644,21,100
Market-Adjusted Model,15254,2022-11-17,-0.070866176,-0.110109309,-0.151379333,21,100
Market-Adjusted Model,15255,2022-11-17,0.0035951001,-0.076789588,-0.076918057,21,100
Market-Adjusted Model,15256,2022-11-17,0.0235647064,-0.056964527,-0.056948451,21,100
Market-Adjusted Model,15257,2022-11-17,0.0109598266,-0.069448299,-0.069553331,21,100
Market-Adjusted Model,15260,2022-11-17,0.0732849483,-0.007409228,-0.007228209,21,100
Market-Adjusted Model,15264,2022-11-17,0.207006316,0.1171452344,0.1264931588,21,100
Market-Adjusted Model,15265,2022-11-17,0.0877207058,0.0049668467,0.0072075486,21,100
Market-Adjusted Model,15267,2022-11-17,0.0303357948,-0.047610174,-0.050177362,21,100
Market-Adjusted Model,15268,2022-11-17,-0.210307402,-0.234669135,-0.290820559,21,100
Market-Adjusted Model,15269,2022-11-17,-0.138339876,-0.196918696,-0.218853033,21,100
Market-Adjusted Model,15271,2022-11-17,-0.168843232,0.0223300487,-0.249356389,21,100
Market-Adjusted Model,15272,2022-11-17,0.419110145,0.2998268131,0.3385969878,21,100
Market-Adjusted Model,15273,2022-11-17,0.1960784938,0.1320287699,0.1155653366,21,100
Market-Adjusted Model,15275,2022-11-17,0.0720835148,-0.008206404,-0.008429642,21,100
Market-Adjusted Model,15277,2022-11-17,-0.138050964,-0.19964129,-0.218564121,21,100
Market-Adjusted Model,15278,2022-11-17,0.2289036209,0.1448013549,0.1483904637,21,100
Market-Adjusted Model,15279,2022-11-17,0.040446295,-0.025943238,-0.040066862,21,100
Market-Adjusted Model,15282,2022-11-17,0.0897316641,0.0214134144,0.0092185069,21,100
Market-Adjusted Model,15284,2022-11-17,0.0613883243,-0.012091371,-0.019124833,21,100
Market-Adjusted Model,15285,2022-11-17,0.0150943191,-0.057441961,-0.065418838,21,100
Market-Adjusted Model,15286,2022-11-17,0.0309757449,-0.028863391,-0.049537412,21,100
Market-Adjusted Model,15287,2022-11-17,0.0363636704,0.1408437678,-0.044149487,21,100
Market-Adjusted Model,15291,2022-11-17,0.6048664034,0.4272025364,0.5243532462,21,100
Market-Adjusted Model,15293,2022-11-17,-0.257142884,-0.362053455,-0.337656041,21,100
Market-Adjusted Model,15294,2022-11-17,-0.140569397,-0.216180335,-0.221082554,21,100
Market-Adjusted Model,15295,2022-11-17,0.0344827816,-0.014478126,-0.046030376,21,100
Market-Adjusted Model,15297,2022-11-17,-0.055793939,-0.102872103,-0.136307096,21,100
Market-Adjusted Model,15299,2022-11-17,0.0572389343,-0.021895929,-0.023274223,21,100
Market-Adjusted Model,15302,2022-11-17,-0.001489863,-0.078077741,-0.08200302,21,100
Market-Adjusted Model,15303,2022-11-17,-0.006992943,-0.080267258,-0.0875061,21,100
Market-Adjusted Model,15304,2022-11-17,0.034601681,0.2209272964,-0.045911476,21,100
Market-Adjusted Model,15305,2022-11-17,-0.04494378,-0.120271531,-0.125456937,21,100
Market-Adjusted Model,15306,2022-11-17,-0.02827264,-0.106001816,-0.108785797,21,100
Market-Adjusted Model,15311,2022-11-17,0.2553321494,0.1712394212,0.1748189922,21,100
Market-Adjusted Model,15312,2022-11-17,0.0819861504,0.0014487923,0.0014729932,21,100
Market-Adjusted Model,15313,2022-11-17,0.0100983039,-0.062707288,-0.070414853,21,100
Market-Adjusted Model,15314,2022-11-17,0.0162810777,-0.062866262,-0.064232079,21,100
Market-Adjusted Model,15315,2022-11-17,0.0692276156,-0.006571166,-0.011285542,21,100
Market-Adjusted Model,15316,2022-11-17,0.1218716225,0.0377591847,0.0413584653,21,100
Market-Adjusted Model,15318,2022-11-17,0.0365632763,-0.04199524,-0.043949881,21,100
Market-Adjusted Model,15319,2022-11-17,0.1466726918,0.0594502704,0.0661595346,21,100
Market-Adjusted Model,15320,2022-11-17,0.0843373789,0.003387385,0.0038242217,21,100
Market-Adjusted Model,15321,2022-11-17,0.072455007,-0.007490946,-0.00805815,21,100
Market-Adjusted Model,15322,2022-11-17,0.0914267972,0.0095530852,0.0109136401,21,100
Market-Adjusted Model,15323,2022-11-17,-0.00229183,-0.074774192,-0.082804987,21,100
Market-Adjusted Model,15327,2022-11-17,-0.567884616,-0.733156623,-0.648397773,21,100
Market-Adjusted Model,15328,2022-11-17,0.0736808261,-0.008309453,-0.006832331,21,100
Market-Adjusted Model,15329,2022-11-17,0.0876768222,0.0057521357,0.007163665,21,100
Market-Adjusted Model,15331,2022-11-17,0.3183740487,0.224976153,0.2378608915,21,100
Market-Adjusted Model,15332,2022-11-17,0.0094929529,-0.068945184,-0.071020204,21,100
Market-Adjusted Model,15336,2022-11-17,0.0726086948,-0.005700172,-0.007904462,21,100
Market-Adjusted Model,15337,2022-11-17,0.0956408831,0.0141644735,0.0151277259,21,100
Market-Adjusted Model,15338,2022-11-17,0.0449933834,-0.032752141,-0.035519774,21,100
Market-Adjusted Model,15340,2022-11-17,-0.006320572,-0.080123819,-0.086833729,21,100
Market-Adjusted Model,15343,2022-11-17,0.048132987,-0.031434406,-0.03238017,21,100
Market-Adjusted Model,15345,2022-11-17,-0.020312521,-0.071144587,-0.100825679,21,100
Market-Adjusted Model,15346,2022-11-17,-0.037383179,-0.08858609,-0.117896336,21,100
Market-Adjusted Model,15347,2022-11-17,-0.207492791,-0.251325975,-0.288005948,21,100
Market-Adjusted Model,15348,2022-11-17,0.121508358,0.0861437492,0.0409952009,21,100
Market-Adjusted Model,15351,2022-11-17,0.0108618743,-0.064809267,-0.069651283,21,100
Market-Adjusted Model,15358,2022-11-17,0.2849896717,0.2028507704,0.2044765145,21,100
Market-Adjusted Model,15361,2022-11-17,0.3642383798,0.2823621553,0.2837252226,21,100
Market-Adjusted Model,15364,2022-11-17,0.1967035084,0.1442111264,0.1161903513,21,100
Market-Adjusted Model,15365,2022-11-17,0.2699999876,0.2156536758,0.1894868305,21,100
Market-Adjusted Model,15371,2022-11-17,0.3057289591,0.1964536744,0.225215802,21,100
Market-Adjusted Model,15373,2022-11-17,-0.118928318,-0.202894397,-0.199441475,21,100
Market-Adjusted Model,15374,2022-11-17,-0.372851595,-0.497219601,-0.453364752,21,100
Market-Adjusted Model,15375,2022-11-17,-0.078651623,-0.133439851,-0.15916478,21,100
Market-Adjusted Model,15378,2022-11-17,-0.049382766,-0.122072559,-0.129895923,21,100
Market-Adjusted Model,15379,2022-11-17,-0.048299245,-0.102015041,-0.128812402,21,100
Market-Adjusted Model,15380,2022-11-17,-0.659530955,-0.797234273,-0.740044112,21,100
Market-Adjusted Model,15381,2022-11-17,-0.151258192,-0.191780625,-0.231771349,21,100
Market-Adjusted Model,15382,2022-11-17,-0.019825061,-0.07820729,-0.100338218,21,100
Market-Adjusted Model,15383,2022-11-17,-0.078014202,-0.105445385,-0.15852736,21,100
